,id,defaultOfferType,country,registeredDate
191,6585188784607616845,snack,fin,2017-08-02 12:21:13
192,6333504696767936203,snack,fin,2017-08-03 13:21:48
193,1359482849940704114,meal,fin,2017-08-08 05:46:58
194,3384622008968890733,meal,fin,2017-08-18 11:47:35
195,8923467440998032288,meal,fin,2017-08-18 11:52:10
196,912423558351518844,meal,fin,2017-08-22 16:13:58
197,288710640245088751,meal,fin,2017-08-24 10:52:09
198,7033718630050810108,meal,deu,2017-08-28 08:48:04
199,6878808230903547707,meal,fin,2017-08-29 08:27:58
200,5541330573278643384,snack,fin,2017-08-29 12:55:00
201,531226258110523684,meal,fin,2017-09-01 08:59:36
202,7226598433882863207,meal,fin,2017-09-05 05:15:18
203,7014807967414306862,meal,fin,2017-09-06 20:51:18
204,8501102857633260274,meal,fin,2017-09-11 10:47:41
205,5880730621165650714,meal,fin,2017-09-12 06:23:39
206,374062382466586212,meal,fin,2017-09-18 08:05:55
207,4440682230922610621,snack,fin,2017-09-19 11:43:59
208,1703668562399403639,meal,fin,2017-09-20 10:57:55
209,8099589445314528870,snack,fin,2017-09-20 11:58:16
210,3870337911762121654,meal,fin,2017-09-27 11:57:55
211,2107426813434087625,meal,fin,2017-09-27 13:13:02
212,1791067169717145694,meal,fin,2017-09-28 08:35:01
213,1836152532462888938,meal,fin,2017-09-29 06:40:41
214,7083083803646612006,dessert,fin,2017-09-30 07:15:37
215,6861245836226753447,meal,fin,2017-10-02 10:50:49
216,5553135279920868939,meal,fin,2017-10-04 08:20:38
217,4460238393807030404,meal,fin,2017-10-05 09:53:02
218,3520014122765222475,meal,fin,2017-10-05 11:21:46
219,8051850311952654767,meal,fin,2017-10-10 09:44:32
220,4848961324656110415,meal,fin,2017-10-18 10:40:16
221,8299597010369137227,meal,fin,2017-10-19 10:22:12
222,2360096115117023473,snack,fin,2017-10-20 11:59:33
223,5081749410636649430,meal,fin,2017-10-23 08:59:08
224,7765850973264716599,meal,fin,2017-10-23 09:40:33
225,81287339146234324,meal,fin,2017-10-24 12:02:37
226,3447669410222918586,meal,fin,2017-10-25 06:35:35
227,282432062651126418,meal,fin,2017-10-25 10:44:33
228,5629890040109708271,meal,fin,2017-10-30 07:43:59
229,3949616514440060382,meal,fin,2017-11-07 15:32:47
230,6757351943232565282,meal,fin,2017-11-09 07:01:37
231,8217315226010499438,snack,fin,2017-11-09 07:19:26
232,590733338889226123,meal,fin,2017-11-10 08:33:05
233,7321972587540315287,meal,fin,2017-11-10 09:54:10
234,2696413737133444290,meal,fin,2017-11-13 10:33:59
235,7733428648287627628,meal,fin,2017-11-13 10:39:12
236,3676699047844586686,meal,fin,2017-11-14 08:32:29
237,3874357580325033095,meal,fin,2017-11-14 12:05:17
238,5544240341394863903,meal,fin,2017-11-14 12:10:22
239,4281413099626352926,meal,fin,2017-11-14 12:34:48
240,7832996094307308658,meal,fin,2017-11-14 14:23:51
241,6033580180640956074,meal,fin,2017-11-14 14:46:16
242,2949123325530161419,meal,fin,2017-11-14 14:52:43
243,4278428579703403248,meal,fin,2017-11-14 15:43:03
244,8787328403572058334,meal,fin,2017-11-16 08:09:10
245,5036102575909624969,meal,fin,2017-11-22 07:19:59
246,4217996394503126392,meal,fin,2017-11-24 08:33:30
247,1218153478449519024,meal,fin,2017-11-24 15:44:08
248,57022871035807337,meal,fin,2017-11-27 13:57:07
249,2396802291677504570,meal,fin,2017-11-28 09:17:58
250,1962848208945653517,meal,fin,2017-11-28 09:43:09
251,8045490254794102647,meal,fin,2017-11-28 12:35:31
252,8814605744986657389,meal,fin,2017-11-29 12:21:08
253,6305386588900107502,meal,fin,2017-12-04 14:41:47
254,935633780159811924,meal,fin,2017-12-05 07:43:55
255,1748638351176007823,meal,fin,2017-12-12 06:57:18
256,5367681436326932153,meal,fin,2017-12-13 06:28:21
257,2551446975427290505,meal,fin,2017-12-14 10:11:10
258,5655197039973098775,meal,fin,2017-12-15 10:13:14
259,4459571736273026700,meal,fin,2017-12-19 10:49:47
260,7229338486132168656,meal,fin,2017-12-20 10:10:52
261,1339654571020415338,meal,fin,2018-01-10 11:45:21
262,3685420911344183782,meal,fin,2018-01-12 12:52:11
263,8981939343071825618,meal,fin,2018-01-16 15:29:41
264,3832530215520587215,meal,fin,2018-01-17 09:48:51
265,8501482016697205037,meal,fin,2018-01-17 12:21:24
266,8369511087486950354,meal,fin,2018-01-18 10:17:20
267,156636248881265854,meal,fin,2018-01-22 15:11:05
268,98220974014530382,meal,fin,2018-01-24 10:07:37
269,8759985091555982466,meal,fin,2018-01-31 12:07:44
270,8404067261372301588,meal,fin,2018-02-05 11:41:40
271,4883122419665740833,meal,fin,2018-02-05 11:57:08
272,2928770718759461843,meal,fin,2018-02-05 12:56:54
273,6144002935189601493,meal,fin,2018-02-06 13:19:51
274,2098036579897983437,meal,fin,2018-02-06 13:26:35
275,1056881409452418136,meal,fin,2018-02-06 13:30:36
276,240836811276787509,meal,swe,2018-02-07 08:21:11
277,8041619597342742556,meal,fin,2018-02-08 06:11:12
278,8391778907397930022,meal,fin,2018-02-08 10:56:12
279,5756912630257883620,meal,fin,2018-02-12 09:51:21
280,6212049649538231814,meal,fin,2018-02-13 11:43:53
281,6177316514963325789,meal,fin,2018-02-14 08:46:51
282,8201126815759772167,meal,fin,2018-02-14 13:03:35
283,4445726301208238422,meal,fin,2018-02-20 13:40:28
284,3347946691451000135,meal,fin,2018-02-21 14:09:45
285,2093806807858513754,meal,fin,2018-02-22 12:35:30
286,3448957945976610316,meal,fin,2018-02-23 11:18:43
287,7843202345155631148,meal,fin,2018-02-23 12:39:59
288,3294479895965166896,meal,fin,2018-02-26 10:11:20
289,310114728144470416,meal,fin,2018-02-26 10:16:08
290,7578461404365278241,meal,fin,2018-02-26 11:32:22
291,5600623240047691340,meal,fin,2018-02-26 11:42:42
292,9212615296993900753,meal,fin,2018-02-26 12:08:26
293,2130820712367914645,meal,fin,2018-03-02 14:32:42
294,6106222755665464326,meal,fin,2018-03-02 14:37:23
295,4960880925951865510,meal,fin,2018-03-05 15:07:41
296,1995982120518677593,meal,fin,2018-03-07 09:21:39
297,7469688757854769972,meal,swe,2018-03-07 11:10:12
298,5094782329038180334,meal,fin,2018-03-09 11:15:13
299,8720523666964338908,meal,fin,2018-03-12 07:47:26
300,1247816290090007128,meal,fin,2018-03-12 13:19:58
301,1595505487878838852,meal,fin,2018-03-13 09:30:37
302,4101729246780993358,meal,fin,2018-03-13 09:41:20
303,8706774865743865901,meal,fin,2018-03-13 10:59:56
304,47637384396196239,meal,fin,2018-03-14 11:13:13
305,5402426442822416136,meal,fin,2018-03-19 10:41:39
306,16020345407983994,meal,fin,2018-03-19 10:54:35
307,1286777777554252952,meal,fin,2018-03-20 06:55:31
308,9180491963598657853,meal,fin,2018-03-20 09:27:26
309,4473366959577885128,snack,fin,2018-03-20 12:04:21
310,2264299716194249147,meal,fin,2018-03-21 07:08:01
311,5428088439849503627,meal,fin,2018-03-21 10:34:26
312,421914065360065163,snack,fin,2018-03-21 10:49:04
313,8059373638630102383,meal,fin,2018-03-21 11:07:03
314,2207282939976837015,meal,fin,2018-03-21 14:48:36
315,3537479726869081157,meal,fin,2018-03-22 12:23:25
316,3549491712180463349,meal,fin,2018-03-23 09:40:54
317,6196507700365865242,meal,fin,2018-03-26 07:08:11
318,1831106698895027071,meal,fin,2018-03-27 06:58:26
319,6728185080051516166,meal,fin,2018-03-27 09:34:45
320,7404163859870445178,meal,fin,2018-03-27 09:49:46
321,8671391010702642590,meal,fin,2018-03-28 05:56:31
322,7909033509931996,meal,fin,2018-03-28 10:39:18
323,3079281906179069783,meal,fin,2018-03-29 08:07:18
324,7590552658022733385,meal,fin,2018-03-29 11:47:02
325,2777197438719624018,meal,swe,2018-04-03 07:40:43
326,1364511263920864627,meal,fin,2018-04-04 12:09:58
327,5568747141670321368,meal,fin,2018-04-10 15:07:22
328,8639555686109794113,meal,fin,2018-04-12 08:16:08
329,4239416289711056673,meal,fin,2018-04-12 13:31:28
330,1552420269870518400,meal,fin,2018-04-17 08:48:01
331,6331728011755567553,meal,fin,2018-04-17 12:42:38
332,2294513503473476249,meal,fin,2018-04-17 12:49:56
333,877492863468188248,meal,fin,2018-04-17 12:58:57
334,7020285389935886480,meal,swe,2018-04-18 08:39:59
335,4128155875118497183,meal,fin,2018-04-18 12:52:14
336,2346542487101194758,meal,fin,2018-04-23 14:13:41
337,7401252837267078597,meal,fin,2018-04-24 06:48:20
338,6066582152392491785,meal,fin,2018-04-24 07:13:01
339,1308157064391634989,meal,fin,2018-04-24 12:49:36
340,3609632956051403222,meal,fin,2018-04-26 12:34:58
341,6125762870576410993,meal,fin,2018-04-26 12:38:27
342,9180731407271165340,meal,fin,2018-04-27 05:30:58
343,925194804264616794,meal,fin,2018-04-27 07:33:21
344,6898463340784253244,meal,fin,2018-05-03 06:56:28
345,6824111066537414140,meal,fin,2018-05-03 07:14:54
346,8809622972324145047,meal,swe,2018-05-03 13:03:11
347,5209000140473368849,meal,fin,2018-05-03 13:19:36
348,6054626072022446734,meal,fin,2018-05-08 07:21:44
349,7382155278701066570,meal,swe,2018-05-08 09:13:47
350,2730328349771599177,meal,fin,2018-05-08 12:42:55
351,1369039153453412904,meal,fin,2018-05-08 13:19:48
352,6593978884197648325,meal,fin,2018-05-09 08:56:30
353,3811866619435462861,meal,swe,2018-05-09 12:56:08
354,7020827532474186566,grocery-bag,fin,2018-05-16 06:11:38
355,4968679771104835639,ingredients,fin,2018-05-16 14:40:22
356,2696640926429657555,meal,fin,2018-05-17 12:13:49
357,4212214543920105209,meal,fin,2018-05-22 13:03:22
358,8678148752875541927,meal,fin,2018-05-22 13:07:19
359,8540502061752201016,meal,fin,2018-05-22 13:28:04
360,4225212522840053962,meal,fin,2018-05-23 10:31:25
361,1439291380334041919,meal,fin,2018-05-23 14:24:36
362,5222065304074235433,snack,fin,2018-05-25 12:50:36
363,918003348172804560,meal,swe,2018-05-28 09:30:58
364,353182000499419105,snack,fin,2018-05-29 09:09:06
365,4283366124469674874,meal,swe,2018-05-29 13:29:18
366,8598330650298339574,grocery-bag,fin,2018-06-05 11:29:02
367,4311593468408946931,grocery-bag,fin,2018-06-05 14:52:06
368,3188804460803784259,meal,fin,2018-06-06 18:13:06
369,715958662075067412,meal,fin,2018-06-07 11:43:29
370,2344836666889947605,grocery-bag,fin,2018-06-11 11:54:44
371,4607896045988338163,meal,fin,2018-06-14 08:54:58
372,3154276411618824398,meal,fin,2018-06-19 07:07:12
373,7383327534932142309,meal,fin,2018-06-25 19:50:02
374,7238850630848067474,grocery-bag,fin,2018-06-26 18:47:56
375,4602016262202434579,grocery-bag,fin,2018-06-26 18:59:36
376,8609989000922090690,grocery-bag,fin,2018-06-26 19:03:23
377,7655928227914349842,grocery-bag,fin,2018-06-26 19:07:40
378,1259866839061182492,snack,fin,2018-06-27 08:42:49
379,3202598969755455796,grocery-bag,fin,2018-06-27 12:20:09
380,4015316471865128946,snack,fin,2018-07-03 13:55:14
381,7642201963087705313,meal,swe,2018-07-05 09:01:48
382,735101099106133521,meal,swe,2018-07-05 09:05:11
383,5247826431346015090,grocery-bag,fin,2018-07-05 10:51:10
384,4848457826414638693,grocery-bag,fin,2018-07-05 12:18:54
385,4799736290747759502,meal,fin,2018-07-06 11:49:51
386,4698717560032594401,grocery-bag,fin,2018-07-09 12:19:17
387,3314251173794434112,meal,fin,2018-07-10 08:52:21
388,4201078102358975241,grocery-bag,fin,2018-07-12 07:32:19
389,538855960094667742,grocery-bag,fin,2018-07-12 09:34:46
390,6568804348934276534,grocery-bag,fin,2018-07-12 09:58:10
391,5120933734137716246,meal,fin,2018-07-13 07:07:25
392,2435885366868507279,grocery-bag,fin,2018-07-16 11:47:33
393,302694329785735811,grocery-bag,fin,2018-07-16 11:48:53
394,1296983613945294807,meal,fin,2018-07-18 06:36:16
395,2766189188885990253,meal,fin,2018-07-23 11:13:10
396,7539542744582126037,grocery-bag,fin,2018-07-23 11:56:27
397,2511798565892594014,grocery-bag,fin,2018-07-24 09:01:27
398,7752973470091439924,grocery-bag,fin,2018-07-24 10:56:57
399,7138209628999605624,snack,fin,2018-07-25 08:55:06
400,1317905910197253573,grocery-bag,fin,2018-07-25 09:03:56
401,3374157915950923759,grocery-bag,fin,2018-07-25 09:13:20
402,1240305060693791489,grocery-bag,fin,2018-07-27 14:17:44
403,4182237759102460812,grocery-bag,fin,2018-07-30 13:30:30
404,8484142994343962119,grocery-bag,fin,2018-07-30 13:33:49
405,5001043273011384495,grocery-bag,fin,2018-08-01 10:41:41
406,2955688725513446240,snack,fin,2018-08-03 14:37:05
407,8726617397222800768,meal,fin,2018-08-06 08:45:13
408,2105313808285747159,ingredients,fin,2018-08-07 10:18:29
409,2294091526912034071,snack,fin,2018-08-08 08:29:12
410,6254532748264993800,snack,fin,2018-08-09 09:23:37
411,1488482769575471551,ingredients,fin,2018-08-10 12:01:57
412,3734111210940214253,meal,fin,2018-08-13 11:52:29
413,1437149244748038803,meal,fin,2018-08-14 14:21:34
414,2582299749753468036,grocery-bag,fin,2018-08-17 05:41:21
415,5178318914600764173,meal,fin,2018-08-20 09:28:46
416,3286307441981321514,grocery-bag,fin,2018-08-21 05:12:06
417,1637845236189533848,meal,fin,2018-08-21 07:58:58
418,7082339605668464901,snack,fin,2018-08-21 12:23:24
419,7802709384630935825,snack,fin,2018-08-21 13:36:32
420,435253775429647396,meal,fin,2018-08-21 14:15:54
421,7778850049248769840,grocery-bag,fin,2018-08-21 19:50:27
422,3527355060550558339,meal,fin,2018-08-23 09:56:58
423,2629101802005696550,meal,fin,2018-08-24 08:26:03
424,5220167696599051769,meal,fin,2018-08-27 11:44:41
425,300416186640007951,grocery-bag,fin,2018-08-27 12:55:39
426,2805225758267752676,grocery-bag,fin,2018-08-27 13:06:59
427,2630097499716335488,grocery-bag,fin,2018-08-27 13:09:35
428,3692550533686875510,grocery-bag,fin,2018-08-28 06:48:49
429,7731032266843382668,grocery-bag,fin,2018-08-29 19:49:17
430,6981156546249223619,meal,fin,2018-08-30 17:32:13
431,4624034265473386851,grocery-bag,fin,2018-08-30 19:55:15
432,7351864515584322790,meal,fin,2018-08-31 11:22:45
433,3945265469626655788,grocery-bag,fin,2018-09-02 19:40:32
434,4482131107665131771,snack,fin,2018-09-03 08:47:40
435,1233398499095414049,meal,fin,2018-09-03 10:31:05
436,1712066453918376635,grocery-bag,fin,2018-09-04 06:27:50
437,8755793784637008468,meal,fin,2018-09-04 13:20:26
438,6940384517285130722,meal,fin,2018-09-05 12:34:11
439,4976462801231422512,meal,fin,2018-09-07 07:44:33
440,3771148720572511897,grocery-bag,fin,2018-09-10 10:16:45
441,5457532436758614767,snack,fin,2018-09-10 13:46:27
442,4346391989000659802,meal,fin,2018-09-11 10:30:03
443,8947506799979390461,meal,fin,2018-09-11 10:58:32
444,2348237621608385557,meal,fin,2018-09-11 11:06:30
445,506955850609870946,meal,fin,2018-09-11 13:14:11
446,2256564220054285327,meal,fin,2018-09-12 11:58:06
447,2505391129761606553,grocery-bag,fin,2018-09-12 12:44:13
448,3555802649250905356,meal,fin,2018-09-17 09:42:16
449,6648132005146939411,meal,fin,2018-09-18 08:25:13
450,7324359073895612581,meal,fin,2018-09-19 08:30:47
451,7734737565464237146,meal,fin,2018-09-19 11:45:40
452,5285087903715980245,meal,fin,2018-09-19 12:54:24
453,9074001499892973915,meal,fin,2018-09-20 07:49:30
454,3829588805790814304,snack,fin,2018-09-20 18:20:15
455,5408591710239644693,meal,fin,2018-09-21 06:16:11
456,8249648231513193450,meal,fin,2018-09-21 12:24:34
457,5485457081275309411,meal,fin,2018-09-21 20:05:58
458,2774447240446556905,meal,fin,2018-09-24 19:39:11
459,8018242270949204585,meal,fin,2018-09-25 10:55:22
460,124747045001712633,meal,fin,2018-09-25 11:27:11
461,599947321375770397,grocery-bag,fin,2018-09-26 09:47:22
462,46970878610793648,grocery-bag,fin,2018-09-26 10:10:42
463,128776746472804053,meal,fin,2018-09-26 11:02:14
464,6347768096117012734,meal,fin,2018-09-26 13:13:44
465,608512612010069036,snack,fin,2018-09-26 13:34:32
466,1691637094151871335,meal,fin,2018-09-26 18:54:39
467,5567952474556581340,meal,fin,2018-09-27 05:56:35
468,5120285104423018144,meal,fin,2018-09-27 08:14:55
469,1413513857866022127,meal,fin,2018-09-27 09:28:43
470,8728820855064151109,meal,fin,2018-09-27 09:35:10
471,8406775023512088894,snack,fin,2018-09-27 10:14:11
472,8299570584167390588,meal,fin,2018-09-27 10:53:59
473,3076991489653941948,meal,fin,2018-09-27 11:52:58
474,3147214206177066486,meal,fin,2018-10-01 07:01:57
475,3519403197174115380,meal,fin,2018-10-01 08:56:19
476,6503043781753228749,snack,fin,2018-10-01 13:09:03
